SecID	ReqID	NeedID	ReqText	NeedText
3.5.1.4	510.10.1.2	510	The ASD shall record events* while audibly notifying the driver when operating in active mode.	Need to assess all CV applications
3.5.1.5	510.10.1.3	510	The ASD shall set the application alert mode to silent mode or active mode per the most recent parameters downloaded.	Need to assess all CV applications
3.5.2.0.1	201.4.2	201	The TMC staff shall be able to monitor the NYC CVPD system-wide RSU malfunctions.	Need to have privacy
3.5.2.0.2	201.5.2	201	The ASD shall have configurable parameters for tuning alert thresholds.	Need to have privacy
3.5.2.0.3	202.6.1	202	The Parameter Control functional entity at the TMC shall sign the Parameter Control messages per IEEE 1609.2.	Need to manage CV application for the traffic environment
3.5.2.0.4	202.6.3	202	The Parameter Control functional entity shall meet the highest security requirements for a device of the appropriate class. (Note: this shall be derived via the Confidentiality/Integrity/Availability (CIA) analysis once the application specification is developed in detail.)	Need to manage CV application for the traffic environment
3.5.2.0.5	202.6.5	202	The Parameter Control functional entity shall update the parameter control message signatures daily.	Need to manage CV application for the traffic environment
3.5.2.0.6	202.6.7	202	The Parameter Control message version shall be based on the message payload.	Need to manage CV application for the traffic environment
3.5.2.0.7	202.6.8	202	The ASDs from all suppliers shall implement the same Parameter Control protocol. (Note: Parameter Control protocol will be defined by SAE or by NYC CVPD.)	Need to manage CV application for the traffic environment
3.5.2.0.9	203.28.1	203	The TMC staff shall be able to monitor the NYC CVPD system -wide ASD malfunctions.	Need to manage CV equipment maintenance
3.5.2.0.10	401.5.1	401	All devices shall carry no more than two weeks' worth of operating certificates.	Need to have trusted communications
3.5.2.0.11	401.5.2	401	The day before a new week becomes valid; the devices shall download the next week's worth of certificates.	Need to have trusted communications
3.5.2.0.12	401.7.4	401	Mobile devices in need of certificate update shall switch to the advertis ed channel.	Need to have trusted communications
3.5.2.0.13	401.11.1	401	"A device with DSRC communications interfaces shall continue normal operations regardless of the number, rate, or content of the DSRC messages received. (Note: the only exception to this is a firmware update in which case faulty software could violate this requirement.)"	Need to have trusted communications
3.5.2.0.14	401.11.2	401	"A device with DSRC communications interfaces shall continue normal operations regardless of the number, rate, or content of the DSRC messages transmitted."	Need to have trusted communications
3.5.2.0.15	402.3.1	402	The NYC CVPD performance monitoring subsystem shall measure the RF received range of each ASD.	Need to manage equipment health
3.5.2.0.16	402.3.2	402	The NYC CVPD performance monitoring subsystem shall measure the RF monitoring range of the RSU.	Need to manage equipment health
3.5.2.0.17	404.1.1	404	The ASD shall include a threat arbitrator for advisories and alerts presented to the driver in cases where multiple safety advisories are indicated simultaneously.	Need to manage CV application interrelationship
3.5.2.0.18	405.1.1	405	"The ASD shall allow recording of the RF signal level for any message received. (For example, clarification: when the ASD hears a BSM from another vehicle, it will measure and record the RF level of the received message.)"	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.19	405.1.2	405	"The ASD shall record the first BSM it hears from each unique ASD ID along with its own location (X,Y,Z) and RF level information."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.20	405.1.3	405	"The ASD shall record the first MAP message it hears from each RSU ID along with the contents of its own location (X,Y,Z) at the time and the RF level."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.21	405.1.4	405	"The ASD shall record the first SPaT message it hears from each RSU along with the contents of its own location (X,Y,Z) at the time and the RF level."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.22	405.1.5	405	"The ASD shall record the last MAP message it hears from each RSU along with the contents of its own location (X,Y,Z) at the time and the RF leve l."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.23	405.1.6	405	"The ASD shall record the last SPaT message it hears from each RSU along with the contents of its own location (X,Y,Z) at the time of receipt and the RF level."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.24	405.1.7	405	The ASD RF Log Entries shall be stored in the ASD local memory.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.25	405.1.8	405	The ASD RF log entries shall be purged after 7 days.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.26	405.1.9	405	"The ASD RF log space shall be sufficient to store 7 days of interactions with 3,000 ASDs and 450 RSUs, equivalent to about 2,000 entries per day."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.27	405.1.10	405	"If the ASD RF log files exceed the space allocated (Req 405.1.9), then the oldest data shall be written over without damaging newer log files. (Note: the ASD Ethernet port will be fully blocked after certification testing.)"	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.28	405.1.11	405	"The following requirements shall apply to the ASD RF data monitoring, uploading, and purging."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.29	405.1.11.1	405	The ASD shall monitor the control channel (178) when the ASD encounters an RSU that supports the RF data upload.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.30	405.1.11.2	405	The ASD shall upload the contents of the RF logs to the back office systems.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.31	405.1.11.3	405	The ASD shall purge the logs after they have been acknowledged by the RSU.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.32	405.1.12	405	The ASD shall authenticate all transactions to retrieve the RF logs.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.33	405.2.1	405	The static RSU shall record the first BSM message it hears from each ASD along with the time and the RF level.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.34	405.2.2	405	The static RSU shall record the last BSM message it hears from each ASD along with the time and the RF level.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.35	405.2.3	405	The RSU shall upload the data to the back office system whenever its buffers are full or more than 60 minutes old.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.36	405.2.4	405	"Once the RF log data is received and acknowledged by the back office system, it shall be purged from the RSU."	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.37	405.2.5	405	The RSU shall authenticate all transactions to retrieve its RF logs.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.38	405.2.6	405	"The RSU shall allow recording of the RF signal level for any message received. (For example, clarification: when the RSU hears a BSM from any vehicle, it shall be able to measure and record the RF level of the received message.)"	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.39	405.2.7	405	The mobile RSU shall record the first BSM message it hears from each ASD along with the time and the RF level only when it is stopped.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.0.40	405.2.8	405	The mobile RSU shall record the last BSM message it hears from each ASD along with the time and the RF level only when it is stopped.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.5.2.1.3	201.6.1	201	The RSU shall broadcast the regulatory speed information to the ASD.	Need to have privacy
3.5.2.1.4	203.6.3	203	The RSU shall broadcast the location of a curve and other details to support the CSPD -COMP application.	Need to manage CV equipment maintenance
3.5.2.1.5	203.6.4	203	The RSU shall broadcast the location of a static work zone to support the SPDCOMPWZ application.	Need to manage CV equipment maintenance
3.5.2.1.6	203.6.5	203	The RSU shall broadcast the location of a moving work zone to support the SPDCOMPWZ application.	Need to manage CV equipment maintenance
3.5.2.1.7	203.6.6	203	The RSU shall broadcast the location of a school zone to support the SPDCOMPWZ application.	Need to manage CV equipment maintenance
3.5.2.1.8	203.6.7	203	The RSU shall broadcast the location of a roadway's vehicle size restriction to support the OVC application.	Need to manage CV equipment maintenance
3.5.2.1.9	204.4.1	204	The NYC CVPD HMI shall communicate alerts to the driver through auditory devices.	Need to limit additional vehicle cab devices that have the potential to distract drivers
3.5.2.1.10	204.4.4	204	The NYC CVPD HMI shall communicate evacuation information to the driver through auditory alerts.	Need to limit additional vehicle cab devices that have the potential to distract drivers
3.5.2.1.11	404.1.2	404	The ASD shall incorporate a prioritization scheme as defined in the current version of J2735 for messages such that safety -enhancing messages will have priority over non-safety-enhancing messages.	Need to manage CV application interrelationship
3.5.2.1.12	404.2.1	404	The CV applicati ons in the ASD shall run concurrently.	Need to manage CV application interrelationship
3.5.2.1.13	404.2.2	404	The CV applications shall prioritize alerts based on GPS location accuracy to prevent false and missed alarms from being triggered.	Need to manage CV application interrelationship
3.5.2.1.14	404.3.1	404	"The ASD shall determine the threat arbitration rules for addressing multiple events occurring nearly simultaneously by the specific vehicle type (light -duty, bus, truck/commercial vehicle)."	Need to manage CV application interrelationship
3.5.3.1	402.1.1	402	The ASD shall revert to a fail -safe mode as specified in Table F -2 when unable to perform its normal operations.	Need to manage equipment health
3.5.3.2	402.1.2	402	The RSU shall revert to a fail -safe mode as specified in Table F -2 when unable to perform its normal operations.	Need to manage equipment health
3.5.3.3	402.1.3	402	The ASD shall report a self -diagnosed failure of itself or one of its software modules (1) to an RSU attempting to install new firmware or parameters and (2) to a device connected to the ASD's maintenance port.	Need to manage equipment health
3.5.3.4	402.1.4	402	The RSU shall report a self -diagnosed failure through NYCWiN at the TMC.	Need to manage equipment health
3.6.1.1	203.14.1	203	"The ASD interface design and test before production shall address poor choice of color, icon shape, location, or sound."	Need to manage CV equipment maintenance
3.6.1.2	203.15.2	203	The ASD installation procedure shall stipulate wire routing.	Need to manage CV equipment maintenance
3.6.1.3	401.2.7	401	"The RSU shall meet the USDOT certification requirements as defined in TBD prior to September 15, 2016. (Note: this will be detailed in the design phase.)"	Need to have trusted communications
3.7.1	401.2.6	401	The ASD shall meet pre-determined certification criteria based on procurement documents.	Need to have trusted communications
3.8.1.1	110.1.1	110	The Safety Application shall function in vehicle classes in which it is to be installed in the NYC CVPD. (Note: NYC CVPD vehicles are specified in the USDOT ASD Design Specification v3.1.)	
3.8.1.2	110.1.2	110	The Safety Application shall function in weather (pavement and atmospheric) and lighting conditions anticipated for the NYC CVPD. (Note: NYC CVPD operational weather conditions are specified in the USDOT ASD Design Specification v3.1.)	
3.8.1.3	110.1.3	110	The Safety Application shall function on NYC CVPD roadways. (Note: NYC CV PD roadways are identified in the NYC CVPD ConOps.)	
3.8.1.4	110.1.4	110	The Safety Application shall obtain vehicle position data whose accuracy supports the application's calculations for issuing advisories and alerts.	
3.8.1.5	110.1.5	110	The Safety Application shall not interfere with other in- vehicle safety systems.	
3.8.1.6	110.1.6	110	"The Safety Application shall use advisories and alerts that conform to human factors guidelines issued by the FHWA, NHTSA, and SAE."	
3.8.1.7	110.1.7	110	The Safety Application shall perform self -diagnostics upon power up and at TBD intervals when the vehicle is operating. (Note: Self -Diagnostics refers to the ability of the Safety Application to determine whether it is capable of performing its intended function. This will be detailed in the design phase. )	
3.8.1.8	110.1.8	110	"The Safety Application shall determine the operating level/mode of operational, degraded, or failure based on the results of a self -diagnostic test."	
3.8.1.9	110.1.9	110	The Safety Application shall set the operational status corresponding to the operational level mode as follows: 1. Operational – online 2. Degraded – online 3. Failure – offline	
3.8.1.10	110.1.10	110	"The Safety Application shall log self -diagnostic test failure which contains, at a minimum, the following information: 1. Date and time of test failure 2. Additional information to the nature of a failed test"	
3.8.1.11	110.1.11	110	"The Safety Application shall maintain historical information of self -diagnostic test failures for a predetermined period in non- volatile storage. (Note: Non -volatile storage refers to storage that remains intact even when there is no power. It is left up to the implementer to determine if the retention of data is a fixed window of time, if it is based on a fixed amount of storage, or if it is until cleared.)"	
3.8.1.12	110.1.12	110	The Safety Application shall take itself off -line when the operating level/mode is failure.	
3.8.1.13	110.1.13	110	The Safety Application shall restore or maintain itself on- line when the operating level/mode is either operational or degraded.	
3.8.1.14	110.1.14	110	The Safety Application shall perform effective ly for all defined NYC CVPD functional classes of roadway and levels of service (LOS) where the application is installed or is being used. (Note: NYC CVPD functional classes of roadway and levels of service are specified in the NYC CVPD ASD Specification.)	
3.8.1.15	110.1.15	110	The Safety Application shall be able to receive and decode messages broadcast by NYC CVPD RSU. (Note: NYC CVPD RSU is specified in the NYC CVPD RSU Specification.)	
3.8.1.16	110.1.16	110	The V2I Safety Application alerts shall only be issued when the current inputs to the application warrants an advisory or alert.	
3.8.1.17	110.1.17	110	"Safety Application Driver Training shall conform to human factors guidelines issued by the FHWA, NHTSA, and SAE."	
3.8.1.18	110.1.18	110	The Safety Application shall not provide information to the driver that conflicts with infrastructure roadside signage.	
3.8.1.19	110.1.19	110	"The safety application shall provide its operational status (online, offline) to the ASD management system."	
3.8.1.20	110.1.20	110	"An application shall receive intersection geometry information, e.g. Geometric Intersection Design (GID), from the closest MAP message based on the host vehicle’s current location."	
3.8.1.21	110.1.21	110	"The application shall obtain vehicle speed from one of the sources available to the ASD. These sources include the CAN interface, GNSS interface, derivation from sequential GNSS location readings."	
3.8.1.22	110.3.1	110	"The safety applications listed in Table C-1 shall acquire vehicle position accuracy, speed, and heading to the ASD."	
3.8.1.23	110.3.2	110	"The safety application listed in Table C-1 shall determine if the ASD Position, speed and heading information provided is sufficiently accurate to support the ASD's advisory and alert calculations."	
3.8.1.24	110.3.3	110	"The safety application s listed in Table C-1 shall only issue advisories and alerts if the ASD Position, speed and heading information provided is sufficiently accurate to support the ASD's advisory and alert calculations."	
3.8.1.25	110.3.4	110	The safety application s listed in Table C-1 shall acquire roadway geometry information for the roadway ahead from the ASD. (Note: roadway geometry information is expected to come from MAP messages acquired by the ASD from NYC CVPD DSRC Infrastructure.)	
3.8.1.26	110.3.4.1	110	The V2I safety applications listed in Table C-1 except for CSPD -COMP and SPDCOMPWZ applications shall acquire the roadway geometry information through the MAP message from the RSUs.	
3.8.1.27	110.3.4.2	110	The CSPD -COMP and SPDCOMPWZ applications listed in Table C-1 shall acquire the roadway geometry information through the TIM message from the RSUs.	
3.8.1.28	110.3.5	110	"The safety application s listed in Table C-1 shall acquire the posted speed for the roadway ahead, including upcoming curve(s). (Note: Posted speed information is expected to come from MAP messages acquired by the ASD from NYC CVPD DSRC Infrastructure.)"	
3.8.1.29	110.3.5.1	110	The V2I safety applications listed in Table C-1 except for CSPD -COMP and SPDCOMPWZ applications shall acquire the posted speed information through the MAP message from the RSUs.	
3.8.1.30	110.3.5.2	110	The CSPD -COMP application listed in Table C-1 shall acquire the posted speed for the upcoming curved section of a roa dway through the TIM message from the RSU.	
3.8.1.31	110.3.5.3	110	The SPDCOMPWZ application listed in Table C-1 shall acquire the posted speed for the upcoming work zone through the TIM message from the RSU.	
3.8.1.32	110.3.6	110	Issuance of the CSPD -COMP and SPDCOMPWZ application advisory of a reduced speed curve ahead to the driver shall coincide with driver visibility of roadside curve ahead signage. (Note: Location of roadside signage and sign visibility distances are described in the MUTCD.)	
3.8.1.33	110.3.7	110	The safety application shall acquire data from the ASD which includes the following: 1. Vehicle positioning information 2. Vehicle position accuracy 3. Vehicle speed 4. Vehicle acceleration 5. Vehicle heading	
3.8.1.34	201.2.1	201	The V2V safety applications shall set the message threshold at the proper level.	Need to have privacy
3.8.1.35	201.2.2	201	The V2V safety applications shall formulate the decision algorithm properly to recognize the threat.	Need to have privacy
3.8.1.36	201.2.3	201	The V2V safety applications shall ensure that all components of the system are functioning as intended.	Need to have privacy
3.8.1.37	201.3.2	201	"The V2I safety applications shall operate on correct, timely information."	Need to have privacy
3.8.1.38	201.4.1	201	The NYC CVPD safety management subsystem shall verify the initial data entry from the V2I safety applications.	Need to have privacy
3.8.1.39	202.1.3	202	The safety applications listed in Table C-1 shall implement the most recent application control parameters supplied externally to the application as described in Table E -1.	Need to manage CV application for the traffic environment
3.8.1.40	202.1.4	202	The safety application shall allow the central system to modify the control parameters as defined in Table E -1.	Need to manage CV application for the traffic environment
3.8.2.1.1	102.1.1	102.1	The FCW safety application shall warn drivers of impending rear -end collisions with other DSRC -equipped vehicles.	Need to reduce crashes between vehicles
3.8.2.2.1	102.2.1	102.2	The EEBL safety application shall warn drivers about DSRC -equipped vehicles braking.	Need to reduce crashes between vehicles
3.8.2.3.1	102.3.1	102.3	The BSW safety application shall warn drivers about DSRC -equipped vehicles in their blind spots.	Need to reduce crashes between vehicles
3.8.2.4.1	102.3.2	102.3	The LCW safety application shall warn drivers about DSRC -equipped vehicles changing lanes in the same direction.	Need to reduce crashes between vehicles
3.8.2.5.1	102.4.1	102.4	The IMA safety application shall warn drivers about DSRC -equipped vehicles that cross the intersection.	Need to reduce crashes between vehicles
3.8.2.6.1	102.5.4	102.5	The VTRW application shall detect whether a vehicle is turning right in front of transit vehicle via the position and heading data received in a basic safety message (from a remote vehicle) based on the PVT accuracy for positioning.	Need to reduce crashes between vehicles
3.8.2.6.2	102.5.5	102.5	The application alert mode in the VTRW application shall be active when the transit vehicle stops within a bus stop geographic zone.	Need to reduce crashes between vehicles
3.8.2.6.3	102.5.6	102.5	The application alert mode shall terminate when the transit vehicle stops within a bus stop geographic zone.	Need to reduce crashes between vehicles
3.8.2.6.4	102.5.7	102.5	The VTRW application shall only issue alerts to the driver when the transit vehicle indicates an impending crash.	Need to reduce crashes between vehicles
3.8.2.6.5	102.5.8	102.5	A VTRW application shall advise if a remote vehicle which originates directly behind the transit vehicle at a bus stop begins to pass to the left of the transit vehicle as the transit vehicle is departing a bus stop.	Need to reduce crashes between vehicles
3.8.2.6.6	102.5.9	102.5	A VTRW alert shall alert the driver if a remote vehicle which originates directly behind the transit vehicle at a bus stop passes to the left of the transit vehicle as the transit vehicle is departing a bus stop and the remote vehicle’s position and heading indicates an intent to return to or cross the lane of the transit vehicle.	Need to reduce crashes between vehicles
3.8.2.6.7	102.5.17	102.5	The VTRW application shall present the alerts regardless of traffic signal status.	Need to reduce crashes between vehicles
3.8.2.6.8	102.5.26	102.5	The VTRW application shall have access to the transit vehicle's gear position.	Need to reduce crashes between vehicles
3.8.3.1.1	101.1.2	101.1	The SPDCOMP application shall obtain regulatory speed limits from the MAP message per SAE J2735- 201603 based on the host vehicle’s current location.	Need to manage speed on surface streets – 25 MPH regulatory speed limit
3.8.3.1.2	101.1.4	101.1	"The SPDCOMP application shall trigger an alert when either the vehicle speed exceeds the recommended speed by a configured amount or for a configured period of time by time of day. (Note: configurable speed (Excessive Speed Amount Threshold), configurable time (Excessive Speed Time) are defined in Table E -1 and time of day is defined in Table D-1 in the Appendix)."	Need to manage speed on surface streets – 25 MPH regulatory speed limit
3.8.3.2.1	101.2.10	101.2	The CSPD -COMP application shall determine if there is a curve with reduced speed ahead.	Need to manage speeds on curves –regulatory speed limit
3.8.3.2.2	101.2.11	101.2	The CSPD -COMP application shall advise the driver of a curve with reduced speed ahead.	Need to manage speeds on curves –regulatory speed limit
3.8.3.2.3	101.2.14	101.2	The CSPD -COMP application shall determine the difference between the posted speed on the upcoming curve and the vehicle's current speed.	Need to manage speeds on curves –regulatory speed limit
3.8.3.2.4	101.2.15	101.2	"If the vehicle speed is greater than the posted curve speed, the Vehicle CSPD-COMP Application shall advise the driver in time for the driver to reduce vehicle speed to the posted speed limit before the vehicle enters the curve."	Need to manage speeds on curves –regulatory speed limit
3.8.3.2.5	101.2.16	101.2	"While the vehicle is in the curve, the CSPD -COMP application shall trigger a driver alert when the host vehicle speed exceeds the posted speed plus the Excessive Curve Speed Amount Threshold for a time period exceeding the Excessive Curve Speed Time Threshold."	Need to manage speeds on curves –regulatory speed limit
3.8.3.3.1	101.3.9	101.3	The SPDCOMPWZ application shall acquire the following from Speed Zone information for use in SPDCOMPWZ advisory and alert calculations: 1. Posted Reduced Speed Zone Speed Limit 2. Work Zone geometric information	Need to manage speed in work zones –speed limit
3.8.3.3.2	101.3.10	101.3	The SPDCOMPWZ application shall determine if there is a reduced speed zone ahead.	Need to manage speed in work zones –speed limit
3.8.3.3.3	101.3.11	101.3	The SPDCOMPWZ application shall advise the driver of a reduced speed zone ahead.	Need to manage speed in work zones –speed limit
3.8.3.3.4	101.3.13	101.3	The SPDCOMPWZ application shall determine the speed of the host vehicle based on accuracy and (configurable) threshold per J2945/1.	Need to manage speed in work zones –speed limit
3.8.3.3.5	101.3.14	101.3	The SPDCOMPWZ application shall determine the difference between the posted speed on the upcoming reduced speed zone and the vehicle's current speed.	Need to manage speed in work zones –speed limit
3.8.3.3.6	101.3.15	101.3	"If the vehicle speed is greater than the reduced speed zone, the SPDCOMPWZ application shall advise the driver in time for the driver to reduce vehicle speed to the posted speed limit before the vehicle enters the zone."	Need to manage speed in work zones –speed limit
3.8.3.3.7	101.3.16	101.3	"The SPDCOMPWZ application shall determine if the vehicle exceeds the Work Zone Posted Speed plus the Excessive Zone Speed Amount Threshold, for a period exceeding the Excessive Zone Speed Time Threshold."	Need to manage speed in work zones –speed limit
3.8.3.3.8	101.3.17	101.3	"While the vehicle is in the speed zone, the SPDCOMPWZ application shall trigger a driver alert when the vehicle speed exceeds the Work Zone Posted Speed plus the Excessive Zone Speed Amount Threshold, for a period exceeding the Excessive Zone Speed Time Threshold."	Need to manage speed in work zones –speed limit
3.8.3.4.1	102.6.1	102.6	The RLVW Application shall receive the SPaT and MAP data sent by the RSUs to the vehicles deployed along the NYC CVPD corridors as per J2735.	Need to reduce crashes between vehicles
3.8.3.4.2	102.6.2	102.6	The RLVW application shall use the same time source as infrastructure SPaT applications.	Need to reduce crashes between vehicles
3.8.3.4.3	102.6.9	102.6	"The RLVW application shall acquire SPaT information, through the Host Vehicle ASD, from the intersection RSU and signal controller at a signalized intersection within RSU's DSRC range and in the vehicle's direction of travel."	Need to reduce crashes between vehicles
3.8.3.4.4	102.6.10	102.6	The RLVW application shall acquire the location of the stop bars at signalized intersections at which RLVW is operating from the intersection MAP Message.	Need to reduce crashes between vehicles
3.8.3.4.5	102.6.11	102.6	The RLVW application shall acquire the following from Intersection SPaT messages for use in RLVW advisory and alert calculations: 1. Intersection geometric information 2. Signal Phase and Timing information of the traffic signal at the Intersection 3. Intersection status of the traffic controller 4. Traffic law restrictions for the intersection	Need to reduce crashes between vehicles
3.8.3.4.6	102.6.12	102.6	The Vehicle RLVW Application shall be inactive if one or more of the following conditions occur: 1. Vehicle position and accuracy information is not available 2. Vehicle Speed is not available 3. Communication failure between Vehicle and Infrastructure 4. SPaT information is not available 5. MAP information is not available 6. Vehicle Heading information is not available	Need to reduce crashes between vehicles
3.8.3.4.7	102.6.13	102.6	"The RLVW application shall calculate if a vehicle will violate the Red Light stop bar at a signalized intersection base d on its current speed, heading, acceleration, location, location of stop bars, stop bar tolerance and yellow duration tolerance."	Need to reduce crashes between vehicles
3.8.3.4.8	102.6.14	102.6	"The RLVW application shall trigger a driver alert for a vehicle approaching a signalized intersection when it determines that a stop is required and the vehicle will violate the Red Light stop bar at a signalized intersection based on its current speed, heading, acceleration, location and the location of stop bars."	Need to reduce crashes between vehicles
3.8.3.4.9	102.6.15	102.6	The RLVW application shall alert drivers in time for the driver to take action for a required stop at a signalized intersection.	Need to reduce crashes between vehicles
3.8.3.4.10	102.6.16	102.6	The RLVW Application shall not alert the driver if the vehicle has safely stopped at the intersection and subsequently accelerates such that a violation occurs.	Need to reduce crashes between vehicles
3.8.3.4.11	102.6.18	102.6	The RLVW application shall acquire the following from Intersection MAP messages for use in RLVW advisory and alert calculations: 1. Intersection geometric information 2. Signal Phase and Timing information of the traffic signal at the Intersection 3. Intersection status of the traffic controller 4. Traffic law restrictions for the intersection	Need to reduce crashes between vehicles
3.8.3.5.1	103.1.1	103	"The ASD shall advise the driver of a potential crash before the bridge, overpass, or tunnel to exit the restricted roadway and find an alternate route. (Note: Advisory Distance Threshold Parameter is defined in Table E -1 in the Appendix.)"	Need to reduce crashes between vehicles and infrastructure
3.8.3.5.2	103.1.2	103	"The ASD shall warn the driver of an impending crash before the over -height bridge, overpass, or tunnel to stop the vehicle completely and avoid the crash. (Note: Warning Distance Threshold Parameter is defined in Table E -1 in the Appendix.)"	Need to reduce crashes between vehicles and infrastructure
3.8.3.5.3	103.2.1	103	The OVC application shall calculate whether or n ot the vehicle is at risk of crash by comparing the vehicle's height and the height of the roadway restriction.	Need to reduce crashes between vehicles and infrastructure
3.8.3.5.4	103.3.1	103	The OVC application shall utilize the host vehicle's pre -established height in determining whether to alert the driver.	Need to reduce crashes between vehicles and infrastructure
3.8.3.5.5	103.3.2	103	The OV C application shall determine the location of the vehicle relative to the location of the size -restricted or weight restricted roadway.	Need to reduce crashes between vehicles and infrastructure
3.8.3.5.6	103.3.3	103	The RSU shall contain the roadway's clearance height and communicate it to the ASD via DSRC.	Need to reduce crashes between vehicles and infrastructure
3.8.3.6.1	105.1.2	105	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the number of vehicles receiving emergency information Before and After periods.	Need to inform drivers of serious incidents
3.8.3.7.1	104.1.5	104.1	"A PEDINXWALK alert shall be displayed if a pedestrian has been detected in a crosswalk that intersects the Transit Vehicle’s planned forward, left or right turn route at the intersection."	Need to reduce crashes between vehicles and pedestrians / bicyclists
3.8.3.7.2	104.1.7	104.1	The Pedestrian Detector shall send a pedestrian detected si gnal when a pedestrian is present in the crosswalk it monitors.	Need to reduce crashes between vehicles and pedestrians / bicyclists
3.8.3.7.3	104.1.8	104.1	The Pedestrian Detectors shall be pole mountable.	Need to reduce crashes between vehicles and pedestrians / bicyclists
3.8.3.7.4	104.1.10	104.1	The PEDINXWALK System Latency for pedestrian detection shall be no more than 2 seconds from detecting pedestrian to alert.	Need to reduce crashes between vehicles and pedestrians / bicyclists
3.8.3.7.5	104.1.12	104.1	The PEDINXWALK application shall receive Signal Phase and Timing for Pedestrian Lanes and Pedestrian presence detection from the SPaT system.	Need to reduce crashes between vehicles and pedestrians / bicyclists
3.8.4.1.1	104.2.3	104.2	The PED-SIG application shall correctly discern the pedestrian's position and intended crossing direction.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.2	104.2.4	104.2	The PED -SIG application shall provide status of the walk signal in the intended direction.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.3	104.2.7	104.2	The PED -SIG application shall advise (via audio) the pedestrian how to use the application.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.4	104.3.1	104.2	The PED -SIG application shall receive intersection geometry information from the RSU based on J2735 -201603.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.5	104.3.2	104.2	The PED -SIG application shall use the intersection geometry information to determine the pedestrian's orientation.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.6	104.3.3	104.2	The PED -SIG application shall use the intersection geometry information provided by the MAP message to determine the crosswalk geometry of the intended crossing.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.7	104.3.8	104.2	The PED -SIG Applicati on shall determine the intended crossing time from the intersection geographic information (distance) and the expected pedestrian travel rate (configurable).	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.8	104.3.9	104.2	"The PED -SIG application shall collect data on the map error status notification. (partial, unable to detect). (Note: this is intended to assist the system in troubleshooting problems; the quality of the MAP data is critical to the application and this requirements ensures that such issues are made known to the central system for correction. This assumes that the application notifies the PED whenever it encounters a geographic computation error.)"	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.9	104.4.6	104.2	The PED -SIG application on the PID shall acquire credentials from the SCMS that will allow it to authenticate the SPaT and MAP messages received.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.10	104.4.8	104.2	The SCMS shall be able to set service specific permissions associated with the future support of pedestrian requests from the PID.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.11	104.4.10	104.2	Applications on the PID shall be able to sign messages transmitted to the RSU.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.12	104.4.11	104.2	Applications shall be capable of including a unique ID which shall remain stable (unchanged) throughout the PID's interaction with a single intersection.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.13	104.5.1	104.2	The PED -SIG application shall provide information to the pedestrian based on the content of the SPaT and MAP message at the nearest intersection.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
