NeedID	ReqID	ReqTitle	ReqText	JustForReq	SourceJust	VerMethod
110	110.1.18	Common Safety Applications	The Safety Application shall not provide information to the driver that conflicts with infrastructure roadside signage.	Need ID 102: Need to reduce crashes	FHWA -JPO-13-061	Analysis
110	110.1.19	Common Safety Applications	"The safety application shall provide its operational status (online, offline) to the ASD management system."	Need ID 102: Need to reduce crashes	NYC CVPD Safety Management Plan	Test
110	110.1.20	Common Safety Applications	"An application shall receive intersection geometry information, e.g. Geometric Intersection Design (GID), from the closest MAP message based on the host vehicle’s current location."	Need ID 102: Need to reduce crashes	"NYC CVPD ConOps, SAE J2735 201601"	Demo
110	110.1.21	Common Safety Applications	"The application shall obtain vehicle speed from one of the sources available to the ASD. These sources include the CAN interface, GNSS interface, derivation from sequential GNSS location readings."	Need ID 102: Need to reduce crashes	"NYC CVPD ConOps, SAE J2735 201601"	Test
110	110.2.2	Aftermarket Safety Device	The ASD shall broadcast the BSM of host vehicles per SAE standards J2945/1 and J2735.	Need ID 102: Need to reduce crashes	CVRIA; SAE J2945/1	Test
110	110.2.3	Aftermarket Safety Device	All NYC CVPD ASDs shall utilize the same GPS time source and common accuracy configuration as the NYC CVPD Infrastructure.	Need ID 102: Need to reduce crashes	CVRIA	Inspection
110	110.3.1	Common Safety Applications	"The safety applications listed in Table C-1 shall acquire vehicle position accuracy, speed, and heading to the ASD."	Need ID 102: Need to reduce crashes		Test
110	110.3.2	Common Safety Applications	"The safety application listed in Table C-1 shall determine if the ASD Position, speed and heading information provided is sufficiently accurate to support the ASD's advisory and alert calculations."	Need ID 102: Need to reduce crashes	Revised; FHWA -JPO-13-059 (Battelle) [SYS- REQ -318]	Test
110	110.3.3	Common Safety Applications	"The safety applications listed in Table C-1 shall only issue advisories and alerts if the ASD Position, speed and heading information provided is sufficiently accurate to support the ASD's advisory and alert calculations."	Need ID 102: Need to reduce crashes	CVRIA Curve Speed Warning	Test
110	110.3.4	Common V2I Safety Applications	The safety applications listed in Table C-1 shall acquire roadway geometry information for the roadway ahead from the ASD. (Note: roadway geometry information is expected to come from MAP messages acquired by the ASD from NYC CVPD DSRC Infrastructure.)	Need ID 102: Need to reduce crashes	Revised from CVRIA Curve Speed Warning	Test
110	110.3.4.1	Common V2I Safety Applications	The V2I safety applications listed in Table C-1 except for CSPD -COMP and SPDCOMPWZ applications shall acquire the roadway geometry information through the MAP message from the RSUs.	Need ID 102: Need to reduce crashes		Test
110	110.3.4.2	Common V2I Safety Applications	The CSPD -COMP and SPDCOMPWZ applications listed in Table C-1 shall acquire the roadway geometry information through the TIM message from the RSUs.	Need ID 102: Need to reduce crashes		Test
110	110.3.5	Common Safety Applications	"The safety applications listed in Table C-1 shall acquire the posted speed for the roadway ahead, including upcoming curve(s). (Note: Posted speed information is expected to come from MAP messages acquired by the ASD from NYC CVPD DSRC Infrastructure.)"	Need ID 101.1: Need to manage speed on surface streets – 25 MPH regulatory speed limit	"TBD, pending further discussion and coordination with all 3 CVPD sites"	Test
110	110.3.5.1	Common V2I Safety Applications	The V2I safety applications listed in Table C-1 except for CSPD -COMP and SPDCOMPWZ applications shall acquire the posted speed information through the MAP message from the RSUs.	Need ID 101.1: Need to manage speed on surface streets – 25 MPH regulatory speed limit		Test
110	110.3.5.2	Common V2I Safety Applications	The CSPD -COMP application listed in Table C-1 shall acquire the posted speed for the upcoming curved section of a roadway through the TIM message from the RSU.	Need ID 101.1: Need to manage speed on surface streets – 25 MPH regulatory speed limit		Test
110	110.3.5.3	Common V2I Safety Applications	The SPDCOMPWZ application listed in Table C-1 shall acquire the posted speed for the upcoming work zone through the TIM message from the RSU.	Need ID 101.1: Need to manage speed on surface streets – 25 MPH regulatory speed limit		Test
110	110.3.6	Common Safety Applications	Issuance of the CSPD -COMP and SPDCOMPWZ application advisory of a reduced speed curve ahead to the driver shall coincide with driver visibility of roadside curve ahead signage. (Note: Location of roadside signage and sign visibility distances are described in the MUTCD.)	Need ID 102: Need to reduce crashes		Test
110	110.3.7	Common Safety Applications	The safety application shall acquire data from the ASD which includes the following: Vehicle positioning information Vehicle position accuracy Vehicle speed Vehicle acceleration Vehicle heading	Need ID 102: Need to reduce crashes	Editorial; FHWA -JPO-13-059 (Battelle) [SYS- REQ -114]	Test
110	110.4.1	Aftermarket Safety Device	Foreign light-duty vehicles shall transmit DSRC BSM messages in accordance with the J2945/1 standard.	Need ID 102: Need to reduce crashes	SAE J2945/1	Test
110	110.4.2	Aftermarket Safety Device	"Foreign trucks shall transmit DSRC BSM messages in accordance with the J2945/1 and shall contain the following Part II SupplementalVehicleExtensions objects: classification, and vehicleData (height and mass) as defined in J2735 Section 6.133."	Need ID 102: Need to reduce crashes	SAE J2945/1	Test
201	201.1.1	Aftermarket Safety Device	The ASD event recording shall encrypt each event record. (Clarification: this prevents vehicle identity and determination of whether the vehicle is from the control group or the treatment group.)	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan	Test
201	201.2.1	Common Safety Applications	The V2V safety applications shall set the message threshold at the proper level.	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan [ID 001]	Test
201	201.2.2	Common Safety Applications	The V2V safety applications shall formulate the decision algorithm properly to recognize the threat.	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan	Test
201	201.2.3	Common Safety Applications	The V2V safety applications shall ensure that all components of the system are functioning as intended.	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan	Test
201	201.3.2	Common Safety Applications	"The V2I safety applications shall operate on correct, timely information."	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan	Test
201	201.4.1	Common Safety Applications	The NYC CVPD safety management subsystem shall verify the initial data entry from the V2I safety applications.	Need ID 201: Need to have privacy NYC CVPD	Safety Management Plan	Demo
201	201.4.2	Roadside Unit	The TMC staff shall be able to monitor the NYC CVPD system-wide RSU malfunctions.	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan	Test
201	201.5.1	Aftermarket Safety Device	The ASD shall provide the alerts to the driver without ambiguity.	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan	Demo
201	201.5.2	Aftermarket Safety Device	The ASD shall have configurable parameters for tuning alert thresholds.	Need ID 201: Need to have privacy	NYC CVPD Safety Management Plan	Inspect
201	201.6.1	Roadside Unit	The RSU shall broadcast the regulatory speed information to the ASD.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
202	202.1.3	CV Application Parameter Control	The safety applications listed in Table C-1 shall implement the most recent application control parameters supplied externally to the application as described in Table E -1.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD ConOps	Test
202	202.1.4	CV Application Parameter Control	The safety application shall allow the central system to modify the control parameters as defined in Table E -1.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD ConOps	Test
202	202.2.1	Adaptability	The NYC CVPD applications shall have modifiable algorithms and software parameters for improving the system performance.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD ConOps	Inspect
202	202.3.1	Adaptability	The ASD shall have upgradable hardware components for improving the device performance upon expansion of the NYC CVPD system.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD ConOps	Inspect
202	202.3.2	Adaptability	The RSU shall have upgradable hardware components for improving the device performance upon expansion of the NYC CVPD system.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD ConOps	Inspect
202	202.4.1	Aftermarket Safety Device	The ASD shall monitor the items in Table E -5 on the in -vehicle network.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Performance Measurement Plan	Inspect
202	202.4.2	Vehicle Performance Monitoring	"The Vehicle Performance Monitoring application shall collect/log vehicle operational data (e.g. hard break, steering turns, accelerations based on accelerometers)."	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Performance Measurement Plan	Inspect
202	202.4.3	IE Performance Monitoring	The fleet manager shall be able to solicit and collect feedback from the anonymous vehicle operators on the operation of the system.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Performance Measurement Plan	Inspect
202	202.6.1	CV Application Parameter Control	The Parameter Control functional entity at the TMC shall sign the Parameter Control messages per IEEE 1609.2.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Security Management Operating Concept	Inspect
202	202.6.3	CV Application Parameter Control	The Parameter Control functional entity shall meet the highest security requirements for a device of the appropriate class. (Note: this shall be derived via the Confidentiality/Integrity/Availability (CIA) analysis once the application specification is developed in detail.)	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Security Management Operating Concept	Demo
202	202.6.5	CV Application Parameter Control	The Parameter Control functional entity shall update the parameter control message signatures daily.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Security Management Operating Concept	Inspect
202	202.6.7	CV Application Parameter Control	The Parameter Control message version shall be based on the message payload.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Security Management Operating Concept	Inspect
202	202.6.8	Aftermarket Safety Device	The ASDs from all suppliers shall implement the same Parameter Control protocol. (Note: Parameter Control protocol will be defined by SAE or by NYC CVPD.)	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Security Management Operating Concept	Demo
202	202.7.1	Aftermarket Safety Device	The ASD shall process all radio messages at a minimum rate of 10 Hz.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD Security Management Operating Concept	Test
202	202.8.1	Vehicle Performance Monitoring	"The ASD shall monitor the delivery of the audio alert and any audio instructions to the driver. (Clarification: the monitoring system [internal to the ASD] shall confirm that the actual audio information [sound] was produced in the vehicle and that the audio information matches what the alert was intended to deliver. The purpose of this requirement is detect faulty speaker wiring and damaged speakers that prevent the alert from being delivered to the driver. It is not intended to be an accurate voice to text conversion system, but sufficient to determine that an alert message was delivered.) By way of example, a microphone located at or near the speaker can verify that the specific audio word(s) or tone was presented to the driver; contrarily, simply measuring the voltage output sent to the speaker is not sufficient since the speaker could be damaged or sabotaged."	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD ConOps	Demo
202	202.9.1	Vehicle Performance Monitoring	The ASD shall include an accelerometer for each of the three axes.	Need ID 202: Need to manage CV application for the traffic environment	NYC CVPD ConOps	Inspect
203	203.1.1	Durability: Repair	"The NYC CVPD maintenance personnel shall replace the ASD damaged by improper maintenance, tampering, or mishap."	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.1.2	Durability: Repair	"The NYC CVPD maintenance personnel shall replace the RSU damaged by improper maintenance, tampering, or mishap."	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.2.1	Durability: Repair	The NYC CVPD maintenance personnel shall be able to reboot the ASD after a disruptive software glitch.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.2.2	Durability: Repair	The NYC CVPD maintenance personnel shall be able to reboot the RSU after a disruptive software glitch.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.4.1	Aftermarket Safety Device	The ASD shall operate on the voltage supplied by the host vehicle.	Need ID 203: Need to manage CV equipment maintenance		Test
203	203.5.2	Aftermarket Safety Device	"If the ASD determines that it has no valid certificates, it shall cease transmission of BSMs."			
203	203.6.3	Roadside Unit	The RSU shall broadcast the location of a curve and other details to support the CSPD -COMP application.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.6.4	Roadside Unit	The RSU shall broadcast the location of a static work zone to support the SPDCOMPWZ application.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.6.5	Roadside Unit	The RSU shall broadcast the location of a moving work zone to support the SPDCOMPWZ application.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.6.6	Roadside Unit	The RSU shall broadcast the location of a school zone to support the SPDCOMPWZ application.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.6.7	Roadside Unit	The RSU shall broadcast the location of a roadway's vehicle size restriction to support the OVC application.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.7.1	Aftermarket Safety Device	The RSU shall provide evidence of tampering (e.g. opening of the case) through tamper-evident seals on media ports (e.g. USB) and screw holes.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.7.2	Roadside Unit	The ASD shall provide evidence to detect tampering (e.g. opening of the case) through tamper -evident seals on all media ports and screw holes.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.7.3	Roadside Unit	The RSU size dimensions shall not exceed 13” h x 13” w x 4” d exclusive of mounting hardware.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.12.1	Aftermarket Safety Device	"The ASD shall utilize the OBD -II port, J -bus, or CAN bus."	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.12.2	Aftermarket Safety Device	"The ASD shall conform to the associated SAE interface requirements for OBD -II port, J-bus, or CAN bus. (Clarification: the intent of this requirement is to prevent the ASD from interfering with other in -vehicle systems.)"	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Test
203	203.12.3	Aftermarket Safety Device	The application in the ASD shall collect and process vehicle -related information through a direct connection or a splitter cable. (Note: individual application data needs will be addressed through each application's requirement.)	Need ID 203: Need to manage CV equipment maintenance	NYC CV PD Safety Management Plan	Inspect
203	203.14.1	Aftermarket Safety Device	"The ASD interface design and test before production shall address poor choice of color, icon shape, location, or sound."	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.15.2	Aftermarket Safety Device	The ASD installation procedure shall stipulate wire routing.	 Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.16.1	Aftermarket Safety Device	The current drawn by the ASD shall not exceed with the maximum allowable amperage specified by the ASD vendor.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.16.2	Roadside Unit	"The RSU shall not overload the power supplies provided by the RSU vendor based on maximum allowable power consumption. (During operation, turn off, turn on, etc. per NEMA TS2 environmental testing.)"	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.17.1	Roadside Unit	"The RSU shall be designed to operate properly in the outdoor environment. (e.g. temperature, humidity, rain, fog, sun, snow, shock, vibration, etc.) {Ref augmented NEMA TS2-20XX}"	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.17.2	Roadside Unit	All connections to the RSU shall be protected from lightening and power surges on the Ethernet.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.18.1	Aftermarket Safety Device	The ASDs shall withstand electromagnetic interference (EMI) from external sources and electrical distribution.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.18.2	Aftermarket Safety Device	The ASD shall withstand electrostatic discharge (ESD) from external sources and electrical distribution.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.18.3	Roadside Unit	The RSU shall withstand electrostatic discharge (ESD) from external sources and electrical distribution. (Provide ESD definitions/specifications.)	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.19.1	Aftermarket Safety Device	The ASD design shall prevent battery drain.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.22.1	Aftermarket Safety Device	Connected Vehicle equipment mounted externally to the vehicle shall be contained within the envelope defined by the ASD vendor specification.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.25.1	Aftermarket Safety Device	The ASD interface to the CAN bus shall not degrade or interfere with vehicle's normal operation.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.25.2	Aftermarket Safety Device	"The ASD's interface to the CAN bus shall not interfere with the vehicle's passenger's safety systems (e.g., restraints and extrication)."	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Demo
203	203.26.1	Aftermarket Safety Device	"The ASD shall be able to process (and authenticate and/or encrypt) the DSRC messages at a minimum rate of 10 Hz (10 times/sec). This includes all messages on all channels: BSM, TIM, MAP, SPaT, etc. in addition to IP communications traffic for management applications."	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.28.1	Aftermarket Safety Device	The TMC staff shall be able to monitor the NYC CVPD system -wide ASD malfunctions.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
203	203.31.1	Durability: Power Disruption	Back office servers shall have their power source augmented by an Uninterruptable Power Supply (UPS).	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
204	204.3.1	Environmental conditions	The audible message volume in the ASD shall be distinguishable from other sounds.	Need ID 204: Need to limit additional vehicle cab devices that have the potential to distract drivers	NYC CVPD Safety Management Plan	Inspect
204	204.3.2	Environmental conditions	The audible message volume in the ASD shall be developed and tested in a real traffic environment.	Need ID 204: Need to limit additional vehicle cab devices that have the potential to distract drivers	NYC CVPD Safety Management Plan	Inspect
204	204.4.1	Human -Machine Interface	The NYC CVPD HMI shall communicate alerts to the driver through auditory devices.	Need ID 204: Need to limit additional vehicle cab devices that have the potential to distract drivers	NYC CVPD Safety Management Plan	Inspect
204	204.4.4	Human-Machine Interface	The NYC CVPD HMI shall communicate evacuation information to the driver through auditory alerts.	Need ID 204: Need to limit additional vehicle cab devices that have the potential to distract drivers	NYC CVPD Safety Management Plan	Inspect
204	204.5.1	Aftermarket Safety Device	The Host Vehicle ASD shall begin aural alerts within 250 milliseconds of being triggered by the application.	Need ID 204: Need to limit additional vehicle cab devices that have the potential to distract drivers	Revised; FHWA -JPO-13-059 (Battelle) [SYS- REQ -146]	Test
204	204.6.1	Aftermarket Safety Device	The system administrator shall be able to change the volume level of the audio output (e.g. speakers).	Need ID 204: Need to limit additional vehicle cab devices that have the potential to distract drivers	NYC CVPD Safety Management Plan	Demo
401	401.1.2	Aftermarket Safety Device	The ASD shall have sufficient power to authenticate messages on the Safety Applications defined in Table C-1 in time for the individual Safety Applications to meet their individual performance requirements.	Need ID 401: Need to have trusted communications	FHWA -JPO-13-061	Test
401	401.2.1	SCMS Interface	The device supplier shall provide devices provisioned with valid enrollment certificates.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.2.2	SCMS Interface	The device supplier shall provide devices that meet the interface requirements of the USDOT's certification program.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.2.6	Aftermarket Safety Device	The ASD shall meet pre -determined certification criteria based on procurement documents.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.2.7	Roadside Unit	"The RSU shall meet the USDOT certification requirements as defined in TBD prior to September 15, 2016. (Note: this will be detailed in the design phase.)"	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.3.1	Aftermarket Safety Device	The ASD shall carry out plausibility checking on the remote vehicle BSM data. (Definition of plausibility checking needs to be determined.)	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.3.2	Aftermarket Safety Device	The ASD shall sign its event log file entries using its BSM signing keys.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.3.3	Aftermarket Safety Device	The ASD operating system (OS) shall prevent the log file signing application from sending messages on any channel other than those that are identified by the PSID or WSA for particular service.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Test
401	401.3.4	Aftermarket Safety Device	The ASD shall indicate successful receipt of the pseudonym certificates.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.3.5	Aftermarket Safety Device	The SCMS supplier shall track the expected expiry times of ASD enrollment certificates.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.3.6	Aftermarket Safety Device	The ASD shall carry out plausibility checking on the internal CAN/J -Bus data.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.3.7	Aftermarket Safety Device	"When the ASD has no valid BSM signing certificates, it shall store the log file entries as IEEE 1609.2 data of type unsecured."	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.3.8	Aftermarket Safety Device	The ASD vendor shall replace the ASDs that need to be re -enrolled with newer ASDs.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.4.4	Roadside Unit	The RSU supplier shall provide the serial number and its enrollment certificate for each RSU.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.4.6	Roadside Unit	The RSU-SCMS interface shall allow the RSU to request application certificates with different contents from the current ones during the lifetime of the current ones.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.5.1	Common CV Equipment	All devices shall carry no more than two weeks' worth of operating certificates.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.5.2	Common CV Equipment	"The day before a new week becomes valid, the devices shall download the next weeks’ worth of certificates."	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.6.2	Common CV Equipment	"If a device misbehaves, the SCMS shall blacklist the device and its enrollment certificates and prevent it from obtaining more authorization certificates."	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.6.3	Common CV Equipment	The SCMS shall maintain the blacklist internally.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.6.4	Common CV Equipment	The back office system shall acquire one SCMS certificate from each installed DSRC device and associate this certificate with the installed DSRC device. (Note: this requirement is temporary and will become obsolete after the SCMS deploys misbehavior detection and reporting features.)	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.6.5	Common CV Equipment	The back office system administrator shall provide a DSRC device’s acquired SCMS certificate when requesting that the SCMS registration authority add the associated DSRC device to the Certificate Revocation List (CRL). (Note: this requirement is temporary and will become obsolete after the SCMS deploys misbehavior detection and reporting features.)	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.7.1	Aftermarket Safety Device	The ASD shall obtain certificates via IPv6 connectivity through the RSU.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Test
401	401.7.2	Roadside Unit	The RSU shall broadcast the WSA for certificate download on control channel 178 and indicate IPv6 connectivity and the IP address on a service channel other than channel 172 or 178.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.7.3	Roadside Unit	The RSU shall implement a firewall blocking all IP access from devices to any IP address other than those approved for specific applications.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.7.4	Common CV Equipment	Mobile devices in need of certificate update shall switch to the advertised channel.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.7.5	Roadside Unit	The RSUs shall support IPv6 tunneling over IPv4.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.7.6	DSRC Connectivity	"Communication between the ASD and the SCMS shall operate in an encrypted, end-to-end connection in accordance with the published SCMS interface. (Note: The SCMS interface should not need any further security.)"	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.7.7	DSRC Connectivity	The information security manager shall investigate and monitor the data traffic usage to detect unapproved use of the IP connection.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.7.8	DSRC Connectivity	"Communication between the RSU and the SCMS shall operate in an encrypted, end-to-end connection in accordance with the published SCMS interface. (Note: The SCMS interface should not need any further security.)"	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.8.1	Denial of Service	"The NYCDOT IT shall address any denial of service (DoS) attacks within each NYC network using its existing practices. (Note: the networks include NYCWiN, CityNet, DOTNet, any network that DoITT is responsible for.)"	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.8.2	Denial of Service	The information security manager shall monitor the DSRC communications performance to detect DoS attacks.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.8.3	Denial of Service	The RSU shall report over a management interface if channel busy ratios go above a configurable threshold.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.8.4	Denial of Service	The ASD shall log an event report every second for which channel busy ratios go above a configurable threshold.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.9.1	Roadside Unit	The RSU shall operate client-side transport layer security (TLS) and accept only TLS server certificates with specific URLs.	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.9.2	Roadside Unit	"The RSU shall protect root certificates for client -side TLS against modification and provide other certificates in the chain, which shall not make a separate query to the internet to obtain the entire chain."	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Inspect
401	401.11.1	Common CV Equipment	"A device with DSRC communications interfaces shall continue normal operations regardless of the number, rate, or content of the DSRC messages received. (Note: the only exception to this is a firmware update in which case faulty software could violate this requirement.)"	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.11.2	Common CV Equipment	"A device with DSRC communications interfaces shall continue normal operations regardless of the number, rate, or content of the DSRC messages transmitted."	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.12.1	Roadside Unit	"The RSU shall interface with signal controllers, NYCWiN, and DSRC messages from vehicles and pedestrians. (Note: this will be expanded into multiple requirements for each interface.)"	Need ID 401: Need to have trusted communications	NYC CVPD Security Management Operating Concept	Demo
401	401.14.1	SMOC - Common CV Equipment: Security	Devices shall communicate using SNMPv3 with SNMP messages protected by being sent over TLS.	Ensure that devices can be securely managed	Security Management Operating Concept section 5.2.3	Demo
401	401.14.2	SMOC - Common CV Equipment: Security	"Devices shall support establishment of a standard TLS -based VPN with client authentication for communication to the TMC, with a long -term client cert and a single CA cert trusted to authorize connections from the TMC."	Ensure end- to-end security for bulk data upload	Security Management Operating Concept section 5.2.4	Demo
401	401.14.3	SMOC - Common CV Equipment: Security	Devices shall verify received messages per IEEE 1609.2 and per the relevant security profiles before using them for operations in any application.	Protect receivers from false messages	Security Management Operating Concept section 5.3.2	Demo
401	401.14.4	SMOC - Common CV Equipment: Security	Devices shall store RF Monitoring log file entries encrypted with an encryption key belonging to the TMC.	Protect privacy of drivers	Security Management Operating Concept section 5.3.12	Demo
401	401.14.5	SMOC - Device security classes: common requirements	The host processor on the device shall perform and pass integrity checks as specified in requirements 401.14.6 - 401.14.9.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.2	Demo
401	401.14.6	SMOC - Device security classes: common requirements	The integrity checks performed at boot shall use a hardware -protected value such that the integrity cannot be successfully compromised unless the hardware-protected value is modified.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.2	Test
401	401.14.7	SMOC - Device security classes: common requirements	"Until all integrity checks on the software and firmware configuration of the host have passed, the device shall not allow a privileged application (as defined in Security Management Operating Concept section 6.1.1) to sign a message."	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.2	Test
401	401.14.8	SMOC - Device security classes: common requirements	"If any integrity check on the software and firmware configuration of the host fails, the device shall not allow any application to have access to locally stored private keys."	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.2	Test
401	401.14.9	SMOC - Device security classes: common requirements	"If any integrity check on the software and firmware configuration of the host fails, the device shall not allow any privileged application (as defined in Security Management Operating Concept section 6.1.1) to operate."	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.2	Test
